,Company/Brand,Stage,Amount,About,Year,Headquarter,Sector,Founded,Investor
2543,Wakefit,Late-Stage Funding,20000000.0,"A home solutions and sleep company, currently collaborating with the world's biggest sleep influencer.",2021,Bangalore,Consumer Goods,2014.0,SIG
2544,Buyofuel,Early-Stage Funding,100000.0,Green Fuels Marketplace,2021,Coimbatore,Energy,2020.0,Inflection Point Ventures
2545,ElectricPe,Early-Stage Funding,3000000.0,India's largest Electric Vehicle Charging Platform,2021,Bangalore,Manufacturing,2021.0,"Blume Ventures, Micelio Fund"
2546,Vayana Network,Late-Stage Funding,30000000.0,"Vayana Network is an electronic network that connects Corporates and their Supply Chain to Financial Institutions for easy, quick and low-cost access to Trade Financing of their Payables and Receivables.",2021,Pune,Financial Services,2017.0,"CDC Group, Jungle Ventures, March Capital, Marshall Wace"
2547,Valuationary,Early-Stage Funding,100000.0,EdTech platform upskilling candidates to bag deserving finance job roles.,2021,Surat,Education,2020.0,"Ashish Jain, Ajay Surana"
2548,Knocksense,Other Funding Types,150000.0,Knocksense is a local news and recommendations platform.,2021,Lucknow,Media & Entertainment,2016.0,"We Founder Circle, Appyhigh, Mumbai Angels"
2549,Petpooja,Other Funding Types,4500000.0,"Petpooja is the largest next-generation PoS platform for the F&B sector with more than 25,000+ clients across India and UAE.",2021,Ahmedabad,IT & Technology,2011.0,"Aroa Ventures, GVFL, Udaan"
2550,Wingreens Farms,Other Funding Types,17000000.0,"Wingreens Farms is a fully integrated (farm to retail) Food Company in the business of making and selling a range of fresh, healthy, tasty and innovative food products.",2021,Gurugram,Consumer Goods,2011.0,"Investcorp, Omidyar Network"
2551,Doola,Other Funding Types,3000000.0,The ultimate One-Stop-Shop™? to help US and Non-US Founders to turn an idea into their dream US Business,2021,Overseas,Business Services,2020.0,Nexus Venture Partners
2552,EyeMyEye,Early-Stage Funding,2000000.0,"Shop the latest Eyeglasses, Sunglasses, Power Sunglasses, Contact Lens and more.",2021,Gurugram,Consumer Goods,2021.0,2000000
2553,Bombay Hemp Company,Other Funding Types,2000000.0,"BOHECO was founded to research on and promote industrial hemp, the super crop of our era in India. BOHECO was formally registered under The Companies Act",2021,Mumbai,Manufacturing,2013.0,"Riteesh Mohan Bakshi, Raghav Mohan Bakshi, Achin Kochar"
2554,DGV,Early-Stage Funding,3000000.0,NeoBanking for Bharat,2021,Bangalore,IT & Technology,2019.0,"Info Edge Ventures, Omnivore"
2555,GuardianLink,Mid-Stage Funding,12000000.0,Building tech infrastructure to help NFT commerce go mainstream,2021,Chennai,IT & Technology,2017.0,Kalaari Capital
2556,Clinikk,Early-Stage Funding,4000000.0,Transforming health insurance by building India's first managed care model,2021,Bangalore,Healthcare & Life Sciences,2016.0,MassMutual Ventures
2557,Toplyne,Other Funding Types,2500000.0,Toplyne helps sales teams at product-led companies convert their freemium users!,2021,Bangalore,IT & Technology,2021.0,"Sequoia Capital , Together Fund"
2558,Mensa,Mid-Stage Funding,135000000.0,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",2021,Bangalore,Retail,2021.0,"Alpha Wave Ventures, Falcon Edge Capital"
2559,GENLEAP,Early-Stage Funding,8000000.0,GenLeap is India’s first self-discovery and career lifecycle management platform.,2021,Haryana,Education,2021.0,"Vivek Vaidya, Kevin Donlon, Ayush Singh"
2560,Planys,Early-Stage Funding,1600000.0,Planys is an Indian deep tech start-up creating a paradigm shift in the underwater inspection industry.,2021,Chennai,Transportation & Logistics,2015.0,"Kieretsu Forum, Lets Venture, Shell"
2561,Wonderchef,Other Funding Types,20000000.0,"Wonderchef Cookware and Appliances is a perfect blend of health, taste, and convenience that inspires us to 'cook with pride'.",2021,Mumbai,Consumer Goods,2009.0,"Sixth Sense Ventures, Godrej Family office, Malpani Group"
2562,GoKwik,Mid-Stage Funding,15000000.0,GoKwik is a platform for solving shopping experience problems on e-commerce websites on the internet.,2021,New Delhi,IT & Technology,2020.0,Sequoia Capital India
2563,Velocity,Mid-Stage Funding,20000000.0,"Velocity provides revenue based financing, up to Rs 3 crores, for marketing and inventory spends of online businesses.",2021,Bangalore,Financial Services,2020.0,Valar Ventures
2564,SalaryBox,Early-Stage Funding,4000000.0,SalaryBox is solution that makes employee management effortless.,2021,Gurugram,Financial Services,2020.0,"Y-Combinator, AME Cloud Ventures, Gokul Rajaram"
2565,Boingg,Early-Stage Funding,200000.0,D2C furniture brand,2021,Gurugram,Consumer Goods,2019.0,Inflection Point Ventures
2566,Better Capital,Other Funding Types,15000000.0,"Better is a top-tier India-focused pre-seed venture firm with a portfolio of 100+ companies including stellar successes like Rupeek, Open, Khatabook, Bijak",2021,Satara,Financial Services,2006.0,Undisclosed
2567,Tickertape,Other Funding Types,5000000.0,"Tickertape provides data, information & content for Indian stocks, ETFs & indices",2021,Bangalore,Financial Services,2019.0,Smallcase
2568,Zenpay Solutions,Other Funding Types,3500000.0,"India’s fastest growing fintech company, which has revolutionized the ultimate banking experience especially by reaching out to thousands of blue-collared employees by promoting digital banking solutions across India.",2021,New Delhi,Financial Services,2019.0,"The StarupLab, AngelBay"
2569,Disprz,Mid-Stage Funding,13000000.0,An AI-powered right skilling suite that helps enterprises unlock business potential.,2021,Mumbai,Education,2015.0,"Dallas Venture Capital, Mars Growth Capital"
2570,Arbo Works,Other Funding Types,3500000.0,Finance technology,2021,Overseas,IT & Technology,2021.0,Sequoia Capital
2571,Inzpira,Early-Stage Funding,300000.0,"Inzpira is India's only Live online 1:1 platform for Language Learning & Test Preparation that lets users instantly connect with expert trainers and learn anytime, from anywhere.",2021,Thiruvananthapuram,Education,2021.0,"Raj Nair, Gopinath Latpate"
2572,Defy,Other Funding Types,5500000.0,Building India's first social crypto exchange,2021,Bangalore,Financial Services,2021.0,"Y Combinator, Goat VC, JAM Fund, Goodwater Capital"
2573,Mindhouse,Early-Stage Funding,6000000.0,Mindhouse is a Yoga & Nutrition driven personalized healthcare platform.,2021,Gurugram,Healthcare & Life Sciences,2019.0,"Binny Bansal, General Catalyst"
2574,Homversity,Other Funding Types,155000.0,Homversity is the digital ecosystem that aims to support the 93 BN USD student housing & Co-living industry in India.,2021,Ahmedabad,Real Estate,2017.0,Undisclosed
2575,Toppersnotes,Early-Stage Funding,1000000.0,"Toppersnotes is an edtech company, primarily operating in the test preparation industry.",2021,Jaipur,Education,2015.0,Inflection Point Ventures
2576,NoBroker.com,Late-Stage Funding,2100000.0,NoBroker is a disruptive force in the Real Estate Industry.,2021,Bangalore,Real Estate,2014.0,"General Atlantic, Tiger Global, Moore Strategic Ventures"
2577,Haber,Mid-Stage Funding,20000000.0,"Real-time, automated insights to increase plant efficiency",2021,Pune,Manufacturing,2017.0,Ascent Capital
2578,True Balance,Other Funding Types,30000000.0,"Balancehero India Private Limited (BHI), the wholly owned subsidiary of Balancehero Co. Ltd., Korea which runs and operates mobile App “True Balance”.",2021,Gurugram,Financial Services,2014.0,"Northern Arc, Arthmate, Shine Star, E clear, Hinduja"
2579,Recordent,Other Funding Types,400000.0,Helping MSMEs collect customer dues faster & reduce risk by checking credit & payment history before offering credit,2021,Hyderabad,Financial Services,2018.0,"Family Office of Kantamaneni, IIM Calcutta Innovation Park"
2580,Koparo,Early-Stage Funding,700000.0,Koparo is a direct-to-consumer brand that is addressing the needs of modern Indian families and their homes.,2021,New Delhi,Consumer Goods,2020.0,"Saama Capital﻿, ﻿Titan Capital﻿, DSG Consumer Partners"
2581,Indifi,Other Funding Types,40000000.0,Indifi believes in helping small businesses grow by offering loans to those that have potential and intent.,2021,Gurugram,Financial Services,2015.0,"Omidyar Network, Flourish Ventures, Elevar Equity, Accel"
2582,Settl,Early-Stage Funding,500000.0,Settl. is a technology-driven accommodation platform focused on providing a convenient and high-quality living experience for young millennials.,2021,Bangalore,Real Estate,2020.0,"ah! Ventures, We Founder Circle"
2583,Park+,Mid-Stage Funding,25000000.0,Building an eco-system for car owners which will be a one-stop solution for all their needs.,2021,New Delhi,IT & Technology,2019.0,"Sequoia Capital, Matrix Partners"
2584,Simple Energy,Early-Stage Funding,21000000.0,A Research and development driven company on a mission to build the future of mobility that is electric and connected.,2021,Bangalore,Manufacturing,2019.0,Undisclosed
2585,Dream Sports,Other Funding Types,840000000.0,"Dream Sports is India’s leading sports technology company with brands such as Dream11, world’s largest fantasy sports platform",2021,Mumbai,Sports,2008.0,"Falcon Edge, DST Global, D1 Capital, Redbird Capital, Tiger Global"
2586,Spinny,Late-Stage Funding,248000000.0,Spinny is a new age used car end-to-end platform in India.,2021,Gurugram,Manufacturing,2015.0,"Abu Dhabi Growth Fund, Tiger Global"
2587,Rentomojo,Other Funding Types,10000000.0,"Furniture, appliances, electronics, and fitness products on monthly rental subscriptions.",2021,Bangalore,Consumer Goods,2014.0,"Accel, Bain Capital"
2588,Slice,Mid-Stage Funding,220000000.0,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards",2021,Bangalore,Financial Services,2015.0,"Tiger Global, Insight Partners"
2589,21K School,Early-Stage Funding,5000000.0,"21K School is India's First Online School that provides a complete online school experience and personalized learning – anytime, anywhere.",2021,Bangalore,Education,2020.0,Ronnie Screwvala
2590,Adda247,Mid-Stage Funding,20000000.0,"The multilingual edtech platform provides 360 degree learning solutions catering to all major educational needs of Tier II, tier III including online courses for  competitive exams",2021,Gurugram,Education,2016.0,WestBridge Capital
2591,Loop Health,Other Funding Types,12000000.0,India's first health insurance with unlimited primary care for employees.,2021,Pune,Healthcare & Life Sciences,2018.0,"Elevation, General Catalyst"
2592,Rupifi,Special Funding Types,1000000.0,Embedded Lending for Small Businesses,2021,Bangalore,Financial Services,2020.0,Alteria Capital
2593,RENEE Cosmetics,Early-Stage Funding,1500000.0,"RENÉE Cosmetics is an Indian makeup brand empowering bold & beautiful women with innovative, cruelty-free products.",2021,Ahmedabad,Consumer Goods,2019.0,"Equanimity Ventures, 9Unicorns"
2594,Svish,Early-Stage Funding,400000.0,D2C personal hygiene startup,2021,Gurugram,Consumer Goods,2020.0,Nueva
2595,Progcap,Late-Stage Funding,30000000.0,"Progcap (Desiderata Impact Ventures Private Limited) is a mission-driven, inclusive financing technology firm",2021,New Delhi,Financial Services,2016.0,Tiger Global
2596,Smartstaff,Other Funding Types,4300000.0,Smartstaff (previously Qikwork) is a full stack blue-collar workforce management platform.,2021,Bangalore,Business Services,2020.0,"Blume Ventures, Nexus Venture Partners"
2597,D’Moksha Homes,Early-Stage Funding,570000.0,"Artisans handcraft exquisite and environment-friendly home linens using only the most sustainable fabrics like linen, hemp, and lyocell.",2021,Mumbai,Manufacturing,2020.0,"Apoorva Sharma, The Chennai Angels, Karthik Bhat"
2598,ANS Commerce,Early-Stage Funding,2200000.0,ANS Commerce is India’s #1 full-stack e-commerce enabler helping brands sell online.,2021,Gurugram,Retail,2017.0,"Gokul Rajaram, Venture Catalysts"
2599,Mobileware Technologies,Other Funding Types,4700000.0,"A mobile applications development platform for technologies including Symbian, Blackberry, and early versions of iOS and Android.",2021,Mumbai,IT & Technology,2008.0,Kvanto Payment Services
2600,GramCover,Mid-Stage Funding,7000000.0,GramCover is a tech-enabled insurance marketplace for rural India.,2021,Noida,Financial Services,2016.0,"Siana Capital, Inflexor Ventures, Stride Ventures"
2601,BYJU'S,Other Funding Types,300000000.0,BYJU’S is India's largest ed-tech company and the creator of India’s most loved school learning app.,2021,Bangalore,Education,2011.0,"Oxshott Capital Partners, XN Exponent, Edelweiss"
2602,Hyperface,Other Funding Types,1300000.0,Empowering Brands and Fintechs to offer banking products contextually to their customers.,2021,Bangalore,IT & Technology,2021.0,"Kunal Shah, Better Capital"
2603,Licious,Late-Stage Funding,52000000.0,"Licious is a consumer food company, focussed at delighting the world with an unmatched range of meat & meat products.",2021,Bangalore,Consumer Goods,2015.0,Undisclosed
2604,Chalo,Late-Stage Funding,40000000.0,India’s #1 bus transport technology company.,2021,Mumbai,Transportation & Logistics,2014.0,"Lightrock India, Filter Capital"
2605,Kaar Technologies,Other Funding Types,4000000.0,"Kaar Technologies is an SAP global consultancy firm that designs, delivers and deploys cutting-edge SAP solutions for businesses around the world.",2021,Chennai,IT & Technology,2005.0,BlackSoil
2606,Kissan Pro,Other Funding Types,3500000.0,"Full stack solution on agri advisory, input purchase and market linkage",2021,Jharkhand,Agriculture,2021.0,EKKI
2607,Sunstone Eduversity,Mid-Stage Funding,28000000.0,Sunstone Eduversity is a one-of-its-kind business school operating in an asset-light model since 2011.,2021,Gurugram,Education,2011.0,WestBridge Capital
2608,Ozonetel,Mid-Stage Funding,5000000.0,Ozonetel is leading Cloud Telephony solution provider.,2021,Hyderabad,IT & Technology,2007.0,Stakeboat Capital
2609,CoinSwitch Kuber,Late-Stage Funding,260000000.0,"CoinSwitch Kuber is the largest crypto trading platform in India with a user base of 10M+, in just 15 months and growing every second.",2021,Bangalore,Financial Services,2017.0,"Coinbase Ventures, Andreessen Horowitz"
